BioProject	BioSample	Run	before_nreads	before_nbases	before_q20bases	before_q30bases	before_q20rate	before_q30rate	before_GCcontent	before_meanlength	after_nreads	after_nbases	after_q20bases	after_q30bases	after_q20rate	after_q30rate	after_GCcontent	after_meanlength	filter_n_passed	filter_n_lowquality	filter_n_too_many_N	filter_n_tooshort	filter_n_toolong	duplication_rate
PRJNA706999	SAMN21359842	SRR16641052	20075833	3011374950	2953279172	2852637520	0.980708	0.947287	0.444525	150	19951331	2803378448	2760376370	2675132257	0.984661	0.954253	0.44027	140	19951331	101916	4679	17907	0	0.333378
PRJNA706999	SAMN21359841	SRR16641053	44648110	6697216500	6565473689	6343761577	0.980329	0.947224	0.449525	150	44300236	6301425244	6206022765	6015675828	0.98486	0.954653	0.445926	142	44300236	256551	20963	70360	0	0.500342
PRJNA706999	SAMN21359840	SRR16641054	16869798	2530469700	2473113780	2377035255	0.977334	0.939365	0.448748	150	16720686	2302210958	2263073070	2185279071	0.983	0.949209	0.442996	137	16720686	87800	4468	56844	0	0.298704
PRJNA706999	SAMN21359839	SRR16641055	26056999	3908549850	3826860991	3693055585	0.9791	0.944866	0.449919	150	25840251	3615654762	3559082511	3448508082	0.984354	0.953771	0.445142	139	25840251	180666	6010	30072	0	0.356877
PRJNA706999	SAMN21359838	SRR16641056	38405009	5760751350	5659168340	5474140323	0.982366	0.950248	0.444332	150	38231013	5337213637	5260942980	5106279814	0.98571	0.956731	0.43832	139	38231013	139070	18220	16706	0	0.368424
PRJNA706999	SAMN21359837	SRR16641057	24375298	3656294700	3585859565	3457835229	0.980736	0.945721	0.447453	150	24256416	3373077368	3319767983	3211676151	0.984196	0.95215	0.443464	139	24256416	95262	6671	16949	0	0.312845
PRJNA706999	SAMN21359836	SRR16641058	37008498	5551274700	5448770911	5265517459	0.981535	0.948524	0.449855	150	36821629	5140691599	5064735616	4912119073	0.985225	0.955537	0.444208	139	36821629	153632	8428	24809	0	0.415747
PRJNA706999	SAMN21359835	SRR16641059	22041248	3306187200	3238796532	3127263153	0.979617	0.945882	0.451783	150	21845825	3079403198	3031939083	2938131980	0.984587	0.954124	0.447927	140	21845825	110677	10355	74391	0	0.382939
PRJNA706999	SAMN21359682	SRR16641060	32236863	4835529450	4778723797	4692007611	0.988252	0.970319	0.451158	150	32081584	4676041716	4631461141	4552024791	0.990466	0.973478	0.449585	145	32081584	103682	37058	14539	0	0.400085
PRJNA706999	SAMN21359834	SRR16641061	27458071	4118710650	4028846210	3873977172	0.978181	0.94058	0.45115	150	27271081	3782581671	3717707552	3589441582	0.982849	0.94894	0.444614	138	27271081	155007	7224	24759	0	0.365192
PRJNA706999	SAMN21359833	SRR16641062	20739918	3110987700	3046835652	2939944655	0.979379	0.94502	0.443502	150	20584558	2881981311	2836420359	2747819921	0.984191	0.953448	0.438597	140	20584558	129789	4720	20851	0	0.303015
PRJNA706999	SAMN21359832	SRR16641063	37494482	5624172300	5512128091	5325886715	0.980078	0.946964	0.448608	150	37199978	5181759256	5104278178	4951107877	0.985047	0.955488	0.444437	139	37199978	244645	17433	32426	0	0.364803
PRJNA706999	SAMN21359831	SRR16641064	28079978	4211996700	4124338044	3970199974	0.979188	0.942593	0.450485	150	27899511	3898195747	3833836439	3703775436	0.98349	0.950126	0.445712	139	27899511	129508	7502	43457	0	0.27518
PRJNA706999	SAMN21359830	SRR16641065	48295477	7244321550	7100265355	6858178880	0.980115	0.946697	0.44529	150	47948166	6694191673	6592176174	6391587725	0.984761	0.954796	0.440889	139	47948166	307751	11073	28487	0	0.356444
PRJNA706999	SAMN21359829	SRR16641066	28044630	4206694500	4130517777	3994488186	0.981892	0.949555	0.447415	150	27888915	3983460168	3924394515	3805153413	0.985172	0.955238	0.444058	142	27888915	117548	13257	24910	0	0.354182
PRJNA706999	SAMN21359828	SRR16641067	24037792	3605668800	3531248810	3396749997	0.97936	0.942058	0.45236	150	23904925	3407388057	3348853443	3230397755	0.982821	0.948057	0.447784	142	23904925	91005	6620	35242	0	0.282153
PRJNA706999	SAMN21359827	SRR16641068	22555570	3383335500	3315287903	3200773908	0.979887	0.946041	0.447791	150	22388809	3158054398	3108919468	3012209384	0.984441	0.953818	0.443598	141	22388809	136352	5212	25197	0	0.29147
PRJNA706999	SAMN21359826	SRR16641069	27373608	4106041200	4024819597	3886746165	0.980219	0.946592	0.448772	150	27173995	3808885128	3750966331	3635615015	0.984794	0.954509	0.444247	140	27173995	156855	12789	29969	0	0.306308
PRJNA706999	SAMN21359679	SRR16641070	43954550	6593182500	5232630624	4710008904	0.793643	0.714376	0.456162	150	15506633	2087273954	2050131455	2001318809	0.982205	0.958819	0.46193	134	15506633	373329	16928	28057660	0	0.268447
PRJNA706999	SAMN21359804	SRR16641071	29741532	4461229800	4365463439	4206359912	0.978534	0.94287	0.450995	150	29495840	4102905220	4036551951	3905846564	0.983828	0.951971	0.445963	139	29495840	205094	9431	31167	0	0.327715
PRJNA706999	SAMN21359823	SRR16641072	34546997	5182049550	5012789395	4829044262	0.967337	0.931879	0.445472	150	33162528	4704040081	4632917366	4490883167	0.984881	0.954686	0.441339	141	33162528	191133	15608	1177728	0	0.326601
PRJNA706999	SAMN21359822	SRR16641073	50640373	7596055950	7441409901	7164088786	0.979641	0.943133	0.449949	150	50337473	7045457803	6929760192	6695018844	0.983578	0.95026	0.445941	139	50337473	211213	13602	78085	0	0.320777
PRJNA706999	SAMN21359821	SRR16641074	26567747	3985162050	3834203386	3686260242	0.96212	0.924996	0.443785	150	25201454	3562584702	3506890621	3397241434	0.984367	0.953589	0.439205	141	25201454	160931	5947	1199415	0	0.309338
PRJNA706999	SAMN21359820	SRR16641075	32628508	4894276200	4781104161	4614730048	0.976877	0.942883	0.451296	150	32116116	4488620623	4420174887	4285031258	0.984751	0.954643	0.447612	139	32116116	167986	15013	329393	0	0.516164
PRJNA706999	SAMN21359819	SRR16641076	33595704	5039355600	4928297925	4740868865	0.977962	0.940769	0.447446	150	33280810	4646187552	4568188777	4411627927	0.983212	0.949516	0.442542	139	33280810	168004	8912	137978	0	0.383933
PRJNA706999	SAMN21359818	SRR16641077	33421257	5013188550	4909703307	4739516584	0.979357	0.94541	0.44225	150	33139515	4615295280	4543375171	4403313322	0.984417	0.95407	0.437431	139	33139515	198398	7658	75686	0	0.430626
PRJNA706999	SAMN21359817	SRR16641078	23821164	3573174600	3504037749	3386851079	0.980651	0.947855	0.449042	150	23644188	3305453584	3256272969	3158602251	0.985121	0.955573	0.444213	139	23644188	124085	11222	41669	0	0.407835
PRJNA706999	SAMN21359816	SRR16641079	20477396	3071609400	3007861190	2895331017	0.979246	0.94261	0.443816	150	20353458	2809741063	2763107352	2670354684	0.983403	0.950392	0.437821	138	20353458	99974	5392	18572	0	0.315429
PRJNA706999	SAMN21359815	SRR16641080	27636850	4145527500	4062652322	3923304982	0.980009	0.946395	0.450961	150	27433478	3822966311	3764373773	3649190125	0.984674	0.954544	0.446032	139	27433478	162591	6241	34540	0	0.397102
PRJNA706999	SAMN21359680	SRR16641081	21668893	3250333950	3215344663	3160082338	0.989235	0.972233	0.452439	150	21559362	3028538095	3004292191	2956953996	0.991994	0.976363	0.448477	140	21559362	80955	22322	6254	0	0.374263
PRJNA706999	SAMN21359814	SRR16641082	31852818	4777922700	4670602904	4508688912	0.977538	0.94365	0.452285	150	31411484	4382674779	4315543012	4183806099	0.984682	0.954624	0.447745	139	31411484	183011	14885	243438	0	0.38782
PRJNA706999	SAMN21359813	SRR16641083	35578836	5336825400	5222619204	5025079098	0.9786	0.941586	0.453646	150	35319597	4911268059	4829038769	4664294602	0.983257	0.949713	0.448004	139	35319597	169216	9464	80559	0	0.38859900000000003
PRJNA706999	SAMN21359812	SRR16641084	26495443	3974316450	3896216639	3763375528	0.980349	0.946924	0.445462	150	26311142	3697007971	3640092323	3528060787	0.984605	0.954302	0.440758	140	26311142	141403	6200	36698	0	0.330739
PRJNA706999	SAMN21359811	SRR16641085	19820367	2973055050	2916645693	2817315179	0.981026	0.947616	0.448294	150	19709062	2769162495	2727026358	2643490625	0.984784	0.954617	0.443991	140	19709062	97607	9354	4344	0	0.291455
PRJNA706999	SAMN21359810	SRR16641086	45821571	6873235650	6739989604	6494102844	0.980614	0.944839	0.45068	150	45613833	6368123287	6265234003	6056283209	0.983843	0.951031	0.446496	139	45613833	175724	12384	19630	0	0.373931
PRJNA706999	SAMN21359809	SRR16641087	27815098	4172264700	4089229981	3946122898	0.980098	0.945799	0.44757	150	27638437	3867955700	3807721232	3689004097	0.984427	0.953735	0.442937	139	27638437	163206	6164	7291	0	0.317122
PRJNA706999	SAMN21359808	SRR16641088	16805371	2520805650	2473646785	2390937250	0.981292	0.948481	0.446359	150	16701524	2369266831	2333629102	2261933028	0.984958	0.954697	0.44342	141	16701524	79093	7585	17169	0	0.33621
PRJNA706999	SAMN21359807	SRR16641089	18152375	2722856250	2671177200	2577624685	0.98102	0.946662	0.449831	150	18056901	2559418246	2519306065	2437796316	0.984328	0.952481	0.446453	141	18056901	67669	5869	21936	0	0.298738
PRJNA706999	SAMN21359806	SRR16641090	20681655	3102248250	3045554192	2947479142	0.981725	0.950111	0.44629	150	20518234	2885672153	2845192069	2761794951	0.985972	0.957072	0.442818	140	20518234	71630	8642	83149	0	0.322809
PRJNA706999	SAMN21359805	SRR16641091	27153874	4073081100	3989284514	3849012675	0.979427	0.944988	0.446499	150	26930505	3771869692	3712776794	3595916724	0.984333	0.953351	0.441701	140	26930505	156212	11992	55165	0	0.332873
PRJNA706999	SAMN21359803	SRR16641092	28644772	4296715800	4216638226	4075755926	0.981363	0.948575	0.445509	150	28454068	3959954889	3902635621	3785808584	0.985525	0.956023	0.440065	139	28454068	111582	11760	67362	0	0.320688
PRJNA706999	SAMN21359802	SRR16641093	37927791	5689168650	5587246495	5405925497	0.982085	0.950214	0.447661	150	37721884	5270661463	5194353464	5040986757	0.985522	0.956424	0.443837	139	37721884	173165	17093	15649	0	0.353853
PRJNA706999	SAMN21359801	SRR16641094	40121588	6018238200	5903462791	5696404767	0.980929	0.946524	0.449905	150	39918591	5590126430	5503665227	5328962299	0.984533	0.953281	0.44456	140	39918591	161580	13046	28371	0	0.311587
PRJNA706999	SAMN21359800	SRR16641095	51868178	7780226700	7651445341	7412560834	0.983448	0.952744	0.448623	150	51635336	7234306775	7135489678	6931089724	0.98634	0.958086	0.444928	140	51635336	162801	22157	47884	0	0.363481
PRJNA706999	SAMN21359799	SRR16641096	26182079	3927311850	3849204509	3716037314	0.980112	0.946204	0.448337	150	26001800	3643368519	3586766029	3475099650	0.984464	0.953815	0.442483	140	26001800	152985	11641	15653	0	0.305398
PRJNA706999	SAMN21359798	SRR16641097	31940930	4791139500	4692750107	4523004182	0.979464	0.944035	0.448451	150	31724959	4409234854	4338683752	4198740556	0.983999	0.952261	0.443379	138	31724959	174106	10151	31714	0	0.281523
PRJNA706999	SAMN21359797	SRR16641098	30331528	4549729200	4467180020	4320227462	0.981856	0.949557	0.447004	150	30147586	4287759280	4225109957	4097279322	0.985389	0.955576	0.442403	142	30147586	116610	12903	54429	0	0.314699
PRJNA706999	SAMN21359796	SRR16641099	34616311	5192446650	5096028321	4925189571	0.981431	0.94853	0.451088	150	34417613	4788485826	4717827402	4575157214	0.985244	0.95545	0.445912	139	34417613	143535	15427	39736	0	0.295569
PRJNA706999	SAMN21359795	SRR16641100	35297476	5294621400	5188946631	5006133363	0.980041	0.945513	0.450494	150	35058935	4890328791	4814047804	4661341523	0.984402	0.953175	0.446414	139	35058935	184781	11432	42328	0	0.296987
PRJNA706999	SAMN21359676	SRR16641101	36459222	5468883300	5405815503	5311080438	0.988468	0.971145	0.455066	150	36243603	5226684767	5180532614	5095836710	0.99117	0.974965	0.453247	144	36243603	123131	41643	50845	0	0.503986
PRJNA706999	SAMN21359775	SRR16641102	22973232	3445984800	3381884116	3268581314	0.981398	0.948519	0.449172	150	22842352	3209076266	3160826704	3064370405	0.984965	0.954907	0.445195	140	22842352	112358	10393	8129	0	0.268055
PRJNA706999	SAMN21359776	SRR16641103	36721550	5508232500	5409902292	5232965176	0.982149	0.950026	0.450737	150	36507136	5131405379	5057894941	4906805553	0.985674	0.95623	0.44558	140	36507136	123760	15423	75231	0	0.317951
PRJNA706999	SAMN21359777	SRR16641104	30962366	4644354900	4550896733	4389064021	0.979877	0.945032	0.448694	150	30755877	4339496030	4269901361	4131533176	0.983962	0.952077	0.444504	141	30755877	165882	9917	30690	0	0.271853
PRJNA706999	SAMN21359778	SRR16641105	40440577	6066086550	5949470228	5747093195	0.980776	0.947414	0.449734	150	40176385	5621667016	5536578412	5366311580	0.984864	0.954577	0.444193	139	40176385	194359	18326	51507	0	0.321637
PRJNA706999	SAMN21359779	SRR16641106	29338127	4400719050	4324360451	4183391173	0.982649	0.950615	0.449173	150	29201738	4110836194	4051924811	3930953096	0.985669	0.956242	0.444865	140	29201738	111297	12379	12713	0	0.296927
PRJNA706999	SAMN21359780	SRR16641107	38416059	5762408850	5652278364	5455118868	0.980888	0.946673	0.44771	150	38211436	5366430587	5282832265	5114750868	0.984422	0.953101	0.442994	140	38211436	170602	12510	21511	0	0.314038
PRJNA706999	SAMN21359678	SRR16641108	27653	4147950	3833126	3621295	0.924101	0.873032	0.46861	150	23982	3314503	3230429	3100557	0.974635	0.935452	0.472896	138	23982	179	35	3457	0	0.0732651
PRJNA706999	SAMN21359794	SRR16641109	30011337	4501700550	4423307315	4278830318	0.982586	0.950492	0.445388	150	29858265	4392362068	4326955370	4191648889	0.985109	0.954304	0.443993	147	29858265	80065	12985	60022	0	0.418199
PRJNA706999	SAMN21359793	SRR16641110	26710552	4006582800	3929281723	3793378033	0.980706	0.946786	0.452853	150	26550534	3716190082	3659147120	3544606700	0.98465	0.953828	0.44651	139	26550534	109143	11749	39126	0	0.304045
PRJNA706999	SAMN21359792	SRR16641111	38954187	5843128050	5725354405	5521680175	0.979844	0.944987	0.449824	150	38686140	5325695973	5243041073	5077850901	0.98448	0.953462	0.444116	137	38686140	193329	12595	62123	0	0.308824
PRJNA706999	SAMN21359791	SRR16641112	17279631	2591944650	2544752034	2459456161	0.981793	0.948885	0.451889	150	17189594	2412327146	2376789164	2304284634	0.985268	0.955212	0.445723	140	17189594	61476	7150	21411	0	0.250931
PRJNA706999	SAMN21359790	SRR16641113	30436370	4565455500	4480913230	4328724465	0.981482	0.948147	0.451705	150	30275586	4254453054	4189931939	4059507837	0.984834	0.954179	0.447247	140	30275586	117990	13645	29149	0	0.289099
PRJNA706999	SAMN21359789	SRR16641114	40438931	6065839650	5942757791	5726558989	0.979709	0.944067	0.451022	150	40198608	5674678228	5581801752	5396536456	0.983633	0.950985	0.447093	141	40198608	206418	12907	20998	0	0.30863
PRJNA706999	SAMN21359788	SRR16641115	32847271	4927090650	4839002179	4678695555	0.982122	0.949586	0.44916	150	32684809	4549470677	4483214269	4348386138	0.985436	0.9558	0.443761	139	32684809	123618	13859	24985	0	0.313297
PRJNA706999	SAMN21359787	SRR16641116	31757845	4763676750	4670790919	4511978598	0.980501	0.947163	0.445795	150	31517689	4389283860	4323693343	4192385638	0.985057	0.955141	0.441212	139	31517689	151990	14098	74068	0	0.318795
PRJNA706999	SAMN21359766	SRR16641117	35394882	5309232300	5227281117	5069301681	0.984564	0.954809	0.44953	150	35247187	4948694968	4886158075	4752012301	0.987363	0.960256	0.444404	140	35247187	96019	23571	28105	0	0.525111
PRJNA706999	SAMN21359767	SRR16641118	21186241	3177936150	3131081858	3071429259	0.985256	0.966486	0.462223	150	20921849	2911260091	2884669165	2836357381	0.990866	0.974271	0.45862000000000003	139	20921849	65204	19083	180105	0	0.479884
PRJNA706999	SAMN21359768	SRR16641119	19728129	2959219350	2923215875	2871845328	0.987833	0.970474	0.449274	150	19590117	2751204612	2727248330	2683605257	0.991292	0.975429	0.445097	140	19590117	63593	20333	54086	0	0.316044
PRJNA706999	SAMN21359769	SRR16641120	36070840	5410626000	5315903233	5148975476	0.982493	0.951641	0.448751	150	35826801	5016768626	4949621855	4810220481	0.986616	0.958828	0.4439	140	35826801	189163	23592	31284	0	0.399721
PRJNA706999	SAMN21359770	SRR16641121	20164025	3024603750	2988014316	2932682226	0.987903	0.969609	0.460576	150	20055281	2834074143	2807313784	2759023198	0.990558	0.973518	0.457956	141	20055281	55203	18363	35178	0	0.437599
PRJNA706999	SAMN21359771	SRR16641122	24965660	3744849000	3705314174	3644377795	0.989443	0.973171	0.455898	150	24850486	3534045446	3504569709	3450439197	0.991659	0.976343	0.453684	142	24850486	69282	25262	20630	0	0.533649
PRJNA706999	SAMN21359772	SRR16641123	40569728	6085459200	5979414480	5791014902	0.982574	0.951615	0.45116	150	40295447	5636044284	5560082629	5401866075	0.986522	0.95845	0.447155	139	40295447	168401	26812	79068	0	0.55116
PRJNA706999	SAMN21359773	SRR16641124	20596035	3089405250	3036733198	2939356912	0.982951	0.951431	0.448575	150	20501951	2870144375	2829884349	2747081482	0.985973	0.957123	0.444358	139	20501951	75011	8325	10748	0	0.264008
PRJNA706999	SAMN21359774	SRR16641125	17611317	2641697550	2591383546	2499325863	0.980954	0.946106	0.448331	150	17529451	2507048995	2466899707	2385736985	0.983985	0.951612	0.445183	143	17529451	69184	5709	6973	0	0.247965
PRJNA706999	SAMN21359781	SRR16641126	35460275	5319041250	5219134804	5043033276	0.981217	0.948109	0.442379	150	35257853	4944331429	4869451266	4720392268	0.984855	0.954708	0.437419	140	35257853	174808	15973	11641	0	0.323288
PRJNA706999	SAMN21359782	SRR16641127	49166661	7374999150	7239860169	7000257484	0.981676	0.949188	0.449206	150	48832835	7025173683	6921366191	6708217313	0.985223	0.954883	0.446417	143	48832835	180193	20930	132703	0	0.397076
PRJNA706999	SAMN21359783	SRR16641128	20912889	3136933350	3074946229	2965835611	0.98024	0.945457	0.448485	150	20788124	2925289315	2878568977	2785332072	0.984029	0.952156	0.444655	140	20788124	98806	6810	19149	0	0.238843
PRJNA706999	SAMN21359784	SRR16641129	34844832	5226724800	5126442040	4950708323	0.980813	0.947191	0.452025	150	34628005	4846193645	4772047546	4623732686	0.9847	0.954096	0.447551	139	34628005	171144	15425	30258	0	0.298602
PRJNA706999	SAMN21359677	SRR16641130	15730	2359500	2099351	1995412	0.889744	0.845693	0.456302	150	11694	1580297	1562409	1535763	0.988681	0.971819	0.457472	135	11694	148	11	3877	0	0.142594
PRJNA706999	SAMN21359785	SRR16641131	27827832	4174174800	4098451974	3964484997	0.981859	0.949765	0.445371	150	27640003	3878117193	3823139751	3710169040	0.985824	0.956693	0.441157	140	27640003	103328	11816	72685	0	0.297183
PRJNA706999	SAMN21359786	SRR16641132	22068307	3310246050	3120155777	2981252192	0.942575	0.900613	0.445488	150	19907643	2743154772	2699505018	2613241164	0.984088	0.952641	0.438961	137	19907643	134827	6343	2019494	0	0.230811
PRJNA706999	SAMN21359675	SRR16641133	18906507	2835976050	2794393778	2740893887	0.985338	0.966473	0.4534	150	18653184	2602778954	2579345435	2535475828	0.990997	0.974142	0.449303	139	18653184	44068	18186	191069	0	0.369745
PRJNA706999	SAMN21359765	SRR16641134	15264523	2289678450	2266195859	2230917613	0.989744	0.974337	0.446456	150	15187985	2108041995	2091638430	2061542853	0.992219	0.977942	0.442404	138	15187985	40074	15603	20861	0	0.465554
PRJNA706999	SAMN21359666	SRR16641135	20026257	3003938550	2967922318	2914049864	0.98801	0.970076	0.454749	150	19888344	2747838138	2723892315	2678635835	0.991286	0.974816	0.450719	138	19888344	39554	19442	78917	0	0.360399
PRJNA706999	SAMN21359665	SRR16641136	20876877	3131531550	3095077436	3041307788	0.988359	0.971189	0.448614	150	20730868	2894339838	2870974411	2826130643	0.991927	0.976434	0.444182	139	20730868	66682	21131	58196	0	0.388617
PRJNA779255	SAMN23019674	SRR16898042	34844032	5261448832	5130755436	4922202856	0.97516	0.935522	0.446295	151	34201272	5104032541	5011230236	4816100834	0.981818	0.943587	0.444803	149	34201272	630934	764	11062	0	0.122062
PRJNA779255	SAMN23019675	SRR16898043	38985736	5886846136	5768426143	5551099623	0.979884	0.942967	0.450559	151	38615122	5767030865	5672387719	5464904097	0.983589	0.947611	0.449463	149	38615122	361118	882	8614	0	0.238105
PRJNA779255	SAMN23019676	SRR16898044	33235950	5018628450	4883823558	4670605753	0.973139	0.930654	0.447052	151	32674208	4867999903	4769175210	4568789663	0.979699	0.938535	0.445104	148	32674208	541068	734	19940	0	0.125622
PRJNA779255	SAMN23019677	SRR16898045	45590690	6884194190	6686899433	6415770320	0.971341	0.931957	0.442768	151	44216500	6570321568	6450862098	6205955828	0.981818	0.944544	0.441004	148	44216500	1360898	1026	12266	0	0.276555
PRJNA779255	SAMN23019678	SRR16898046	37163952	5611756752	5443983679	5221044598	0.970103	0.930376	0.447178	151	35888114	5350403002	5252247062	5050993145	0.981654	0.94404	0.446056	149	35888114	1271226	822	3790	0	0.277748
PRJNA779255	SAMN23019679	SRR16898047	34983866	5282563766	5141141718	4935451628	0.973229	0.934291	0.445847	151	34095264	5078306364	4987339836	4798706289	0.982087	0.944942	0.444468	148	34095264	877956	740	9906	0	0.224143
PRJNA778970	SAMN23007874	SRR16927693	14915888	1282766368	1044823942	990952904	0.814508	0.772512	0.43776	86	13551581	1165435966	983394804	936773356	0.8438	0.803797	0.430379	86	13551581	1363874	433	0	0	0.350765
PRJNA778970	SAMN23007879	SRR16927694	15182823	1305722778	1054569825	997342866	0.807652	0.763824	0.441388	86	13668596	1175499256	986934749	938034914	0.839588	0.797989	0.432545	86	13668596	1513810	417	0	0	0.348663
PRJNA778970	SAMN23007880	SRR16927695	14292341	1229141326	1009053825	957959778	0.820942	0.779373	0.44338	86	13361328	1149074208	966394515	920247068	0.84102	0.80086	0.437638	86	13361328	930582	431	0	0	0.37243
PRJNA778970	SAMN23007882	SRR16927696	14724434	1266301324	1025254653	970439927	0.809645	0.766358	0.446455	86	13527812	1163391832	970663087	922287290	0.834339	0.792757	0.440457	86	13527812	1196239	383	0	0	0.329287
PRJNA778970	SAMN23007887	SRR16927697	14760776	1269426736	1037519142	983392027	0.817313	0.774674	0.454547	86	13643923	1173377378	986863122	938787052	0.841045	0.800073	0.448785	86	13643923	1116440	413	0	0	0.361143
PRJNA778970	SAMN23007889	SRR16927698	14473178	1244693308	983925289	928290064	0.790496	0.745798	0.465492	86	12748190	1096344340	906035147	859998743	0.826415	0.784424	0.456423	86	12748190	1724615	373	0	0	0.31768
PRJNA781415	SAMN23254496	SRR16972369	184840956	18484095600	18016391324	17222070306	0.974697	0.931724	0.453828	100	183261594	18307508188	17897118626	17123522021	0.977584	0.935328	0.453333	99	183261594	1577078	2284	0	0	0.253627
PRJNA781415	SAMN23254495	SRR16972370	170976810	17097681000	16659028027	15921197031	0.974344	0.93119	0.449903	100	169396526	16920161000	16537897565	15820525829	0.977408	0.93501	0.449375	99	169396526	1578120	2164	0	0	0.224602
PRJNA781415	SAMN23254494	SRR16972371	159411744	15941174400	15557553597	14899397099	0.975935	0.934649	0.450941	100	158008296	15784016662	15451307660	14811211570	0.978921	0.938368	0.450291	99	158008296	1401304	2144	0	0	0.2304
PRJNA781415	SAMN23254493	SRR16972372	171813270	17181327000	16766252518	16058825299	0.975842	0.934667	0.452084	100	170264252	17006987852	16647854397	15960384822	0.978883	0.93846	0.451448	99	170264252	1546766	2252	0	0	0.241944
PRJNA781415	SAMN23254492	SRR16972373	135387134	13538713400	13223233157	12672758494	0.976698	0.936039	0.449265	100	134291316	13413289860	13137676654	12601777465	0.979452	0.939499	0.448911	99	134291316	1094074	1744	0	0	0.263992
PRJNA781415	SAMN23254491	SRR16972374	172881322	17288132200	16891319958	16199335637	0.977047	0.937021	0.452708	100	171422194	17120325738	16777186770	16104268636	0.979957	0.940652	0.45203	99	171422194	1456892	2236	0	0	0.239708
PRJNA781415	SAMN23254490	SRR16972375	131278068	13127806800	12819347840	12283044729	0.976503	0.935651	0.451136	100	130222368	13006397822	12736093934	12213869486	0.979218	0.939066	0.450599	99	130222368	1053926	1774	0	0	0.228793
PRJNA781415	SAMN23254489	SRR16972376	176385612	17638561200	17211500262	16477219610	0.975788	0.934159	0.449649	100	174784972	17457076584	17088376108	16375364557	0.97888	0.938036	0.448833	99	174784972	1598324	2316	0	0	0.251712
PRJNA781415	SAMN23254498	SRR16972377	175144700	17514470000	17068913860	16312548334	0.974561	0.931376	0.454327	100	173720300	17355817330	16961674798	16224511906	0.97729	0.934817	0.453881	99	173720300	1422192	2208	0	0	0.23017
PRJNA781415	SAMN23254497	SRR16972378	163465292	16346529200	15921751386	15202272888	0.974014	0.93	0.461116	100	162070764	16192252226	15817915877	15117019351	0.976882	0.933596	0.460625	99	162070764	1392366	2162	0	0	0.260001
PRJNA781415	SAMN23254488	SRR16972379	184243874	18424387400	17992333673	17245440685	0.97655	0.936012	0.4496	100	182305874	18209163565	17837747223	17113183574	0.979603	0.939812	0.448981	99	182305874	1687180	2414	248406	0	0.272602
PRJNA781415	SAMN23254487	SRR16972380	177099862	17709986200	17292148200	16572110333	0.976407	0.935749	0.448379	100	175422930	17522974026	17165711652	16466904644	0.979612	0.939732	0.447641	99	175422930	1674508	2424	0	0	0.251439
PRJNA789276	SAMN24104365	SRR17239198	54030880	8104632000	7882990754	7503752778	0.972653	0.92586	0.436215	150	53638818	8009359079	7809922403	7441134835	0.9751	0.929055	0.436083	149	53638818	377160	6990	7912	0	0.249163
PRJNA789395	SAMN24104365	SRR17244437	44136690	6620503500	6467483480	6190392006	0.976887	0.935033	0.435013	150	43864424	6539846559	6401448982	6132116391	0.978838	0.937654	0.43461	149	43864424	264186	278	7802	0	0.226565
PRJNA789350	SAMN24108177	SRR17253400	48957562	7311826096	7112245503	6774912980	0.972704	0.926569	0.456498	149	48597014	7258981796	7075540040	6745285119	0.974729	0.929233	0.456417	149	48597014	360548	0	0	0	0.158711
PRJNA789350	SAMN24108176	SRR17253401	48632682	7253928358	7038322217	6683346526	0.970277	0.921342	0.455758	149	48251536	7198071674	6999706593	6652332770	0.972442	0.924183	0.455676	149	48251536	381146	0	0	0	0.149368
PRJNA789350	SAMN24108175	SRR17253402	45918874	6864497982	6687796963	6381403166	0.974259	0.929624	0.452618	149	45587750	6816054562	6653816806	6353684299	0.976198	0.932165	0.452507	149	45587750	331124	0	0	0	0.133809
PRJNA789350	SAMN24108174	SRR17253403	52709808	7866934432	7639749998	7264588324	0.971122	0.923433	0.455809	149	52300834	7806983276	7598349051	7231348933	0.973276	0.926267	0.455735	149	52300834	408974	0	0	0	0.177352
PRJNA789350	SAMN24108173	SRR17253404	54182740	8094589322	7903212194	7564450865	0.976357	0.934507	0.451567	149	53834864	8043587998	7867528121	7535345658	0.978112	0.936814	0.451491	149	53834864	347876	0	0	0	0.151978
PRJNA789350	SAMN24108172	SRR17253405	54937166	8196094094	8007260068	7667931597	0.97696	0.935559	0.453013	149	54608982	8148032316	7973667154	7640550635	0.9786	0.937717	0.452928	149	54608982	328184	0	0	0	0.190463
PRJNA789350	SAMN24108171	SRR17253406	39193426	5839012022	5691061094	5430106583	0.974662	0.92997	0.45053	148	38972170	5806654246	5668529090	5411770813	0.976213	0.931995	0.450421	148	38972170	221256	0	0	0	0.173884
PRJNA789350	SAMN24108170	SRR17253407	55207524	8250939292	8055076943	7706528249	0.976262	0.934018	0.45117	149	54865516	8200765568	8020159035	7678210966	0.977977	0.93628	0.45109	149	54865516	342008	0	0	0	0.1861
PRJNA790743	SAMN24224867	SRR17276224	43345414	6501812100	6339767993	6056338862	0.975077	0.931485	0.444753	150	43059960	6416312101	6271610446	5996662752	0.977448	0.934596	0.444283	149	43059960	271586	5486	8382	0	0.249952
